ident_men;ident_ind;pond_indc;sexe;age;lien_01;typolog;handicap;cs42;cs24;situa;statut;typemploi;temptrav;ddipl;pond_jour;nbkm_tot_velo_modprinc;nbkm_vae_velo_modprinc;nbkm_nonvae_velo_modprinc;nbkm_tot_velo_modannexe;nbkm_vae_velo_modannexe;nbkm_nonvae_velo_modannexe;pond_menc;cs42pr;cs24pr;dipdetpr;dipdetcj;stoc;stocp;quartile_rev;decile_rev;quartile_rev_uc;decile_rev_uc;dep_res;nuts_res;reg_res;tuu2017_res;catcom_aa_res;nb_velos;pond_velo1;kvelocat1;kveloutil_flag1;kveloutil_a1;kveloutil_b1;kveloutil_c1;kveloutil_d1;kvkm1sem1;pond_velo2;kvelocat2;kveloutil_flag2;kveloutil_a2;kveloutil_b2;kveloutil_c2;kveloutil_d2;kvkm1sem2;pond_velo3;kvelocat3;kveloutil_flag3;kveloutil_a3;kveloutil_b3;kveloutil_c3;kveloutil_d3;kvkm1sem3;pond_velo4;kvelocat4;kveloutil_flag4;kveloutil_a4;kveloutil_b4;kveloutil_c4;kveloutil_d4;kvkm1sem4;pond_velo5;kvelocat5;kveloutil_flag5;kveloutil_a5;kveloutil_b5;kveloutil_c5;kveloutil_d5;kvkm1sem5;conduit_moins10km_slt;conduit_moins20km;nb_trip_voit;mdisttot_fin1;voiture_passager1;mdisttot_fin2;voiture_passager2;mdisttot_fin3;voiture_passager3;mdisttot_fin4;voiture_passager4;mdisttot_fin5;voiture_passager5;mdisttot_fin6;voiture_passager6;mdisttot_fin7;voiture_passager7;mdisttot_fin8;voiture_passager8;mdisttot_fin9;voiture_passager9;mdisttot_fin10;voiture_passager10;mdisttot_fin11;voiture_passager11;mdisttot_fin12;voiture_passager12;mdisttot_fin13;voiture_passager13;mdisttot_fin14;voiture_passager14;mdisttot_fin15;voiture_passager15;mdisttot_fin16;voiture_passager16;mdisttot_fin17;voiture_passager17;mdisttot_fin18;voiture_passager18;tot_dist_voit;nbkm_walking_lower;nbkm_walking_upper
3,1E+12;3,1E+14;4457.6055;1;14;2;1;2;;;;;;;;27671.15322;0;0;0;0;0;0;1114.4014;53;51;44;45;1;1;3;7;2;4;62;FRE1;Hauts-de-France;0;20;2;1114.4014;2;1;0;1;0;0;0;1114.4014;1;1;0;1;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.439999997615814;1.439999997615814
3,1E+12;3,1E+14;2969.6848;2;84;0;1;2;78;76;5;;;;7;17833.38331;0;0;0;0;0;0;2969.6848;78;76;71;;2;1;1;1;1;1;62;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
3,1E+12;3,1E+14;1389.463;2;70;0;1;2;86;82;5;;;;7;7384.2011565;0;0;0;0;0;0;1389.463;86;82;71;;4;;1;3;2;4;59;FRE1;Hauts-de-France;7;12;1;1389.463;4;1;0;1;0;0;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3.600000083446503;3.600000083446503
3,1E+12;3,1E+14;4227.9766;1;59;0;1;2;64;61;1;3;6;1;5;25389.605913;0;0;0;0;0;0;845.59534;64;61;52;52;4;;4;9;2;4;59;FRE1;Hauts-de-France;7;12;3;845.59534;2;1;0;1;0;0;;845.59534;2;1;0;0;1;1;10;845.59534;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;3430.4949;1;46;0;1;2;65;61;1;3;6;1;7;11564.00972;0;0;0;0;0;0;686.099;65;61;71;71;2;1;4;10;4;9;59;FRE1;Hauts-de-France;0;30;4;686.099;1;1;1;1;0;0;;686.099;1;1;1;1;0;0;;686.099;1;1;1;1;0;0;;686.099;1;1;1;1;0;0;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;1595.2275;1;47;0;1;2;85;82;7;;;;1;3955.6274096;0;0;0;0;0;0;1595.2275;85;82;21;;4;;2;3;2;5;62;FRE1;Hauts-de-France;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;5;0;5;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;0;0
3,1E+12;3,1E+14;1440.9849;1;48;0;1;2;67;66;4;;;;5;2914.4885288;0;0;0;0;0;0;1440.9849;67;66;52;;4;;1;1;1;1;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;3;0;5;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0
3,1E+12;3,1E+14;2434.6165;2;52;1;1;2;54;54;1;3;6;1;5;14878.046413;0;0;0;0;0;0;811.53888;38;36;32;51;2;1;4;10;4;9;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;0;4;0;9.4818599898;0;9.4818599898;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.963718;0;0
3,1E+12;3,1E+14;2866.4241;2;31;0;1;2;22;22;1;7;;;5;20661.379967;0;0;0;0;0;0;1433.212;67;66;52;51;1;1;3;7;2;5;59;FRE1;Hauts-de-France;0;30;2;1433.212;2;1;0;1;0;0;5;1433.212;2;1;0;1;1;0;20;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;.2;0;.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.40000001;0;0
3,1E+12;3,1E+14;2435.1343;2;85;0;1;1;72;72;5;;;;7;;0;0;0;0;0;0;1217.5671;63;61;52;;2;1;3;6;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;1810.361;2;78;0;1;2;77;76;5;;;;4;11241.757232;0;0;0;0;0;0;1810.361;77;76;43;;2;1;2;3;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;7;3;0;3;0;4;0;4;0;4;0;9;0;9;0;;;;;;;;;;;;;;;;;;;;;;;36;0;0
3,1E+12;3,1E+14;4233.7524;2;31;0;1;2;46;46;1;3;6;1;4;27834.959642;0;0;0;0;0;0;1411.2509;46;46;43;52;4;;4;9;3;7;59;FRE1;Hauts-de-France;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;3;0;5;0;5;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;0;0
3,1E+12;3,1E+14;4019.238;1;77;1;1;2;78;76;5;;;;7;;0;0;0;0;0;0;2009.619;78;76;71;71;5;;2;3;1;2;62;FRE1;Hauts-de-France;7;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;5905.8525;2;13;2;1;2;;;;;;;;27334.548589;0;0;0;0;0;0;1968.6174;75;73;42;42;5;;3;8;3;7;59;FRE1;Hauts-de-France;7;12;3;1968.6174;4;1;0;1;0;0;;1968.6174;1;1;1;1;0;1;0;1968.6174;2;1;0;1;0;0;0;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.1599999964237213;.1599999964237213
3,1E+12;3,1E+14;2619.0784;2;39;0;1;2;37;36;1;3;6;1;1;16395.537337;0;0;0;0;0;0;1309.5392;37;36;21;;4;;3;7;4;9;59;FRE1;Hauts-de-France;7;12;1;1309.5392;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8;1;0;1;0;1;0;1;0;2;0;5;0;9.173224322899999;0;15;0;;;;;;;;;;;;;;;;;;;;;35.173225;0;0
3,1E+12;3,1E+14;4208.103;1;37;1;1;2;12;10;1;7;;;5;33313.876966;0;0;0;0;0;0;1402.701;52;51;21;53;1;1;3;7;2;4;59;FRE1;Hauts-de-France;0;30;2;1402.701;1;1;0;1;0;0;0;1402.701;2;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0
3,1E+12;3,1E+14;5512.6328;2;34;0;1;2;85;82;6;;;;7;4864.0879758;0;0;0;0;0;0;1837.5443;85;82;71;;4;;1;2;1;1;59;FRE1;Hauts-de-France;7;11;1;1837.5443;1;1;0;1;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8.800000190734863;8.800000190734863
3,1E+12;3,1E+14;1221.6692;2;84;0;1;2;86;82;5;;;;5;1932.2711982;0;0;0;0;0;0;1221.6692;86;82;51;;2;1;1;2;2;3;62;FRE1;Hauts-de-France;7;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;5;1;5;1;13;1;13;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;0;0
3,1E+12;3,1E+14;3523.5242;2;64;0;1;2;86;82;6;;;;4;23006.672407;0;0;0;0;0;0;1761.7621;74;73;13;42;2;1;2;5;2;4;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.100000023841858;2.100000023841858
3,1E+12;3,1E+14;5428.4614;1;35;0;1;2;42;41;1;1;6;1;1;35444.864124;0;0;0;0;0;0;1809.4872;37;36;15;15;1;1;4;9;4;9;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
3,1E+12;3,1E+14;3988.1868;2;31;0;1;2;34;32;1;1;6;1;1;25686.626503;0;0;0;0;0;0;1994.0934;38;36;11;11;1;1;4;9;4;10;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.6000000238418579;.6000000238418579
3,1E+12;3,1E+14;1991.4706;2;50;0;1;2;54;54;1;3;6;1;3;12362.306973;0;0;0;0;0;0;995.73529;38;36;45;32;1;1;4;9;4;9;59;FRE1;Hauts-de-France;7;12;2;995.73529;1;1;0;1;0;0;;995.73529;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;18;0;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;0;0
3,1E+12;3,1E+14;6283.4448;1;48;0;1;2;31;31;1;6;;;1;21181.147552;0;0;0;0;0;0;1570.8612;31;31;14;34;2;1;4;10;4;10;59;FRE1;Hauts-de-France;1;20;1;1570.8612;1;1;0;1;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;3;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;0;0
3,1E+12;3,1E+14;1547.4032;2;82;0;1;1;78;76;5;;;;7;9479.7435234;0;0;0;0;0;0;1547.4032;78;76;71;;4;;1;1;1;2;62;FRE1;Hauts-de-France;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.400000095367432;2.400000095367432
3,1E+12;3,1E+14;2242.2983;2;68;1;1;2;86;82;5;;;;7;6514.7729206;0;0;0;0;0;0;1121.1492;78;76;71;71;4;;2;4;2;3;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.800000011920929;.800000011920929
3,1E+12;3,1E+14;3587.042;2;43;0;1;2;52;51;1;2;6;1;3;21975.034753;0;0;0;0;0;0;1195.6807;52;51;32;;2;1;3;7;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;7;.7;0;.7;0;.7;0;.7;0;.7;0;.7;0;1.5;0;;;;;;;;;;;;;;;;;;;;;;;5.6999998;3;3
3,1E+12;3,1E+14;2343.5244;1;31;0;1;2;63;61;1;3;6;1;4;14479.100345;0;0;0;0;0;0;2343.5244;63;61;44;;4;;2;4;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;4;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;0
3,1E+12;3,1E+14;7788.6694;1;28;2;1;2;56;56;4;;;;6;17035.491971;0;0;0;0;0;0;2596.2231;75;73;43;60;2;1;3;7;2;5;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1.7;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;0;0
3,1E+12;3,1E+14;2464.5559;2;31;0;1;2;43;41;1;3;6;1;3;15304.097522;0;0;0;0;0;0;1232.278;43;41;32;17;1;1;3;6;2;3;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;3326.198;1;48;0;1;2;37;36;4;;;;1;29079.291502;0;0;0;0;0;0;1108.7327;37;36;21;21;2;1;4;8;3;7;59;FRE1;Hauts-de-France;1;20;3;1108.7327;1;1;0;1;0;0;10;1108.7327;1;1;0;1;0;0;10;1108.7327;1;1;0;1;0;0;10;;;;;;;;;;;;;;;;;1;1;2;7;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0
3,1E+12;3,1E+14;3019.9749;2;54;0;1;2;37;36;1;3;5;1;3;20465.893544;0;0;0;0;0;0;1509.9874;37;36;31;;2;1;3;7;3;7;59;FRE1;Hauts-de-France;7;12;1;1509.9874;5;1;0;1;1;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;6;5;0;5;0;10;0;10;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;60;0;0
3,1E+12;3,1E+14;3296.2161;2;26;2;1;2;54;54;1;3;6;1;3;22337.936749;0;0;0;0;0;0;1098.7386;37;36;52;71;2;1;4;9;3;7;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;17;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;0;0
3,1E+12;3,1E+14;3184.9753;2;39;0;1;2;37;36;1;3;6;1;1;24997.230165;0;0;0;0;0;0;1592.4877;37;36;21;;1;1;4;10;4;10;59;FRE1;Hauts-de-France;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0
3,1E+12;3,1E+14;1927.9362;1;57;0;1;2;38;36;1;3;6;1;1;11326.017709;0;0;0;0;0;0;963.96808;38;36;14;17;2;1;4;10;4;10;59;FRE1;Hauts-de-France;7;12;4;963.96808;1;1;0;1;0;0;0;963.96808;2;1;0;1;0;0;;963.96808;6;1;0;1;0;0;35;963.96808;6;1;0;0;0;1;40;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;1206.8082;2;71;0;1;2;86;82;5;;;;7;6542.4524222;0;0;0;0;0;0;1206.8082;86;82;71;;2;1;1;3;2;5;62;FRE1;Hauts-de-France;5;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3
3,1E+12;3,1E+14;3216.364;1;70;1;1;2;75;73;5;;;;7;19985.467661;0;0;0;0;0;0;1608.182;75;73;71;71;2;1;2;5;2;5;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7.766666650772095;7.766666650772095
3,1E+12;3,1E+14;6338.124;2;22;0;1;2;55;55;1;3;5;2;4;50336.970283;0;0;0;0;0;0;2112.708;65;61;70;43;2;1;4;9;4;8;59;FRE1;Hauts-de-France;7;12;2;2112.708;1;1;0;1;0;0;;2112.708;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;20;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0
3,1E+12;3,1E+14;2864.7637;2;71;0;1;2;77;76;5;;;;7;6255.7514437;0;0;0;0;0;0;2864.7637;77;76;71;;4;;1;2;1;3;62;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
3,1E+12;3,1E+14;1523.3309;1;53;0;1;2;48;48;1;3;6;1;7;9811.283598399999;0;0;0;0;0;0;1523.3309;48;48;71;;1;1;3;6;4;8;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;1.8;0;2;0;12;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.799999;0;0
3,1E+12;3,1E+14;2450.2993;1;56;0;1;2;47;47;1;3;6;1;5;10695.631376;0;0;0;0;0;0;1225.1497;47;47;51;;1;1;4;8;4;8;59;FRE1;Hauts-de-France;1;20;1;1225.1497;1;1;1;0;0;0;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;7;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0
3,1E+12;3,1E+14;2637.3787;2;78;0;1;2;77;76;5;;;;5;;0;0;0;0;0;0;2637.3787;77;76;53;;4;;1;2;2;3;62;FRE1;Hauts-de-France;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;1323.7363;2;78;1;1;2;86;82;5;;;;3;7040.0987767;0;0;0;0;0;0;661.86816;72;72;14;34;1;1;3;8;4;8;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;0;3.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;0;0
3,1E+12;3,1E+14;3512.2021;1;62;0;1;2;75;73;5;;;;6;23202.384449;0;0;0;0;0;0;1756.1011;75;73;52;60;1;1;3;7;3;7;59;FRE1;Hauts-de-France;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;5;0;5;0;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0
3,1E+12;3,1E+14;1120.6661;1;38;0;1;2;56;56;4;;;;4;2250.6518488;0;0;0;0;0;0;1120.6661;56;56;43;;4;;1;1;1;1;59;FRE1;Hauts-de-France;7;11;1;1120.6661;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;8
3,1E+12;3,1E+14;3615.1643;1;57;0;1;2;62;61;1;3;6;1;3;24694.088307;0;0;0;0;0;0;723.03284;62;61;31;44;1;1;3;7;1;3;62;FRE1;Hauts-de-France;0;20;3;723.03284;2;1;0;1;0;0;0;723.03284;1;1;0;1;0;0;0;723.03284;2;1;0;1;0;0;0;;;;;;;;;;;;;;;;;1;1;4;4;0;4;0;7;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;0;0
3,1E+12;3,1E+14;7598.0171;1;23;21;1;2;56;56;4;;;;5;16911.528511;0;0;0;0;0;0;3799.0085;71;71;71;;2;1;1;2;1;1;62;FRE1;Hauts-de-France;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;1769.9568;1;57;0;1;2;38;36;1;3;6;1;4;11818.612807;0;0;0;0;0;0;884.97839;38;36;42;43;2;1;4;9;4;9;59;FRE1;Hauts-de-France;7;12;2;884.97839;2;1;0;1;0;0;;884.97839;2;1;0;1;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0
3,1E+12;3,1E+14;4757.6172;2;12;2;1;2;;;;;;;;29385.282587;0;0;0;0;0;0;1189.4043;37;36;43;32;2;1;4;10;4;10;59;FRE1;Hauts-de-France;1;20;4;1189.4043;1;1;0;1;0;0;;1189.4043;1;1;0;1;0;0;20;1189.4043;1;1;0;1;0;0;;1189.4043;1;1;0;1;0;0;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.580000102519989;2.580000102519989
3,1E+12;3,1E+14;2332.1096;2;87;0;1;2;78;76;5;;;;7;2163.2225999;0;0;0;0;0;0;2332.1096;78;76;70;;5;;1;2;2;4;62;FRE1;Hauts-de-France;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;2;1;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;0
3,1E+12;3,1E+14;1312.8835;2;73;0;1;2;86;82;5;;;;5;10304.146895;0;0;0;0;0;0;1312.8835;86;82;52;;5;;2;4;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1.5;0;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;0;0
3,1E+12;3,1E+14;1958.3204;2;57;0;1;2;52;51;1;1;6;2;7;14331.345164;0;0;0;0;0;0;1958.3204;52;51;70;;4;;1;3;2;5;62;FRE1;Hauts-de-France;5;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5.524324417114258;5.524324417114258
3,1E+12;3,1E+14;8710.4785;2;20;2;2;2;84;82;3;;;;4;77761.667669;0;0;0;0;0;0;2177.6196;22;22;42;36;2;1;4;10;4;9;59;FRE1;Hauts-de-France;7;12;4;2177.6196;1;1;0;1;0;0;;2177.6196;1;1;0;1;0;0;;2177.6196;1;1;0;1;0;0;10;2177.6196;1;1;0;1;0;0;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;2173.4319;2;72;0;1;2;77;76;5;;;;5;13998.374697;0;0;0;0;0;0;2173.4319;77;76;52;;2;2;2;3;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;3784.2134;2;6;2;1;2;;;;;;;;16643.531544;0;0;0;0;0;0;1261.4045;47;47;22;23;1;1;4;9;3;7;59;FRE1;Hauts-de-France;7;12;1;1261.4045;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;1;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
3,1E+12;3,1E+14;7473.8989;1;44;0;1;2;43;41;1;3;6;1;3;45786.803392;0;0;0;0;0;0;1868.4747;43;41;34;;1;1;4;10;4;9;59;FRE1;Hauts-de-France;1;20;4;1868.4747;2;1;0;1;0;0;;1868.4747;2;1;0;1;0;0;;1868.4747;1;1;0;1;0;0;;1868.4747;2;1;0;1;0;0;;;;;;;;;;0;1;5;3;0;3;0;8;0;12;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;41;0;0
3,1E+12;3,1E+14;2002.8323;1;55;0;1;1;78;76;7;;;;7;;0;0;0;0;0;0;2002.8323;78;76;71;;4;;1;1;1;2;62;FRE1;Hauts-de-France;5;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
3,1E+12;3,1E+14;3750.4087;2;36;0;1;2;31;31;1;7;;;1;28603.145843;0;0;0;0;0;0;3750.4087;31;31;24;;1;1;3;6;4;9;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;7;0;7;0;9.199999999199999;0;19.799999999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;0;0
3,1E+12;3,1E+14;2159.6667;2;70;0;1;2;75;73;5;;;;4;14170.964296;0;0;0;0;0;0;1079.8334;74;73;24;42;1;1;4;10;4;10;59;FRE1;Hauts-de-France;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;0;2;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;0
3,1E+12;3,1E+14;4974.5708;2;8;2;1;2;;;;;;;;38081.589694;0;0;0;0;0;0;2487.2854;54;54;32;;4;;1;3;1;3;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;1;7;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0;0
3,1E+12;3,1E+14;1059.684;1;33;0;1;2;62;61;1;3;6;1;5;6267.3264405;0;0;0;0;0;0;1059.684;62;61;51;;2;1;2;4;3;7;62;FRE1;Hauts-de-France;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5;4.6333333337;0;13.900000001;0;14;0;15;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;67.533333;0;0
3,1E+12;3,1E+14;2901.8396;1;83;0;1;2;75;73;5;;;;7;6458.8620567;0;0;0;0;0;0;1450.9198;75;73;70;70;2;1;3;6;3;6;59;FRE1;Hauts-de-France;7;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.959999978542328;1.959999978542328
