ident_men;ident_ind;pond_indc;sexe;age;lien_01;typolog;handicap;cs42;cs24;situa;statut;typemploi;temptrav;ddipl;pond_jour;nbkm_tot_velo_modprinc;nbkm_vae_velo_modprinc;nbkm_nonvae_velo_modprinc;nbkm_tot_velo_modannexe;nbkm_vae_velo_modannexe;nbkm_nonvae_velo_modannexe;pond_menc;cs42pr;cs24pr;dipdetpr;dipdetcj;stoc;stocp;quartile_rev;decile_rev;quartile_rev_uc;decile_rev_uc;dep_res;nuts_res;reg_res;tuu2017_res;catcom_aa_res;nb_velos;pond_velo1;kvelocat1;kveloutil_flag1;kveloutil_a1;kveloutil_b1;kveloutil_c1;kveloutil_d1;kvkm1sem1;pond_velo2;kvelocat2;kveloutil_flag2;kveloutil_a2;kveloutil_b2;kveloutil_c2;kveloutil_d2;kvkm1sem2;pond_velo3;kvelocat3;kveloutil_flag3;kveloutil_a3;kveloutil_b3;kveloutil_c3;kveloutil_d3;kvkm1sem3;pond_velo4;kvelocat4;kveloutil_flag4;kveloutil_a4;kveloutil_b4;kveloutil_c4;kveloutil_d4;kvkm1sem4;pond_velo5;kvelocat5;kveloutil_flag5;kveloutil_a5;kveloutil_b5;kveloutil_c5;kveloutil_d5;kvkm1sem5;conduit_moins10km_slt;conduit_moins20km;nb_trip_voit;mdisttot_fin1;voiture_passager1;mdisttot_fin2;voiture_passager2;mdisttot_fin3;voiture_passager3;mdisttot_fin4;voiture_passager4;mdisttot_fin5;voiture_passager5;mdisttot_fin6;voiture_passager6;mdisttot_fin7;voiture_passager7;mdisttot_fin8;voiture_passager8;mdisttot_fin9;voiture_passager9;mdisttot_fin10;voiture_passager10;mdisttot_fin11;voiture_passager11;mdisttot_fin12;voiture_passager12;mdisttot_fin13;voiture_passager13;mdisttot_fin14;voiture_passager14;mdisttot_fin15;voiture_passager15;mdisttot_fin16;voiture_passager16;mdisttot_fin17;voiture_passager17;mdisttot_fin18;voiture_passager18;tot_dist_voit;nbkm_walking_lower;nbkm_walking_upper
1,1E+12;1,1E+14;2439.686;1;50;0;1;1;85;82;7;;;;3;10751.159035;0;0;0;0;0;0;2439.686;85;82;32;;1;1;2;3;2;5;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.5;.5
1,1E+12;1,1E+14;9875.9971;1;18;2;1;2;84;82;3;;;;4;34487.22498;0;0;0;0;0;0;2468.9993;46;46;32;32;1;1;4;10;4;9;78;FR10;Ile-de-France;8;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.600000023841858;1.600000023841858
1,1E+12;1,1E+14;3386.054;1;34;0;1;2;37;36;1;3;6;1;1;20743.735459;0;0;0;0;0;0;3386.054;37;36;15;;4;;3;6;4;9;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;1927.0461;1;79;0;1;1;72;72;5;;;;1;12255.372476;0;0;0;0;0;0;1927.0461;72;72;22;;2;1;3;6;4;9;78;FR10;Ile-de-France;8;12;1;1927.0461;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6.8;0;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;2.650000005960465;2.650000005960465
1,1E+12;1,1E+14;4862.1812;1;6;2;1;2;;;;;;;;34191.155084;0;0;0;0;0;0;1620.7271;37;36;17;35;1;1;4;9;4;8;78;FR10;Ile-de-France;8;12;3;1620.7271;2;1;0;1;0;0;;1620.7271;3;1;1;0;0;0;0;1620.7271;3;1;1;0;0;0;70;;;;;;;;;;;;;;;;;0;1;2;12;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;0;0
1,1E+12;1,1E+14;23279.135;1;44;0;1;2;22;22;1;6;;;1;148047.54818;0;0;0;0;0;0;4655.8267;22;22;22;21;1;1;4;9;3;7;78;FR10;Ile-de-France;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;10;0;13.928571429;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.928574;0;0
1,1E+12;1,1E+14;3304.5215;2;87;0;1;2;72;72;6;;;;7;15294.592104;0;0;0;0;0;0;3304.5215;72;72;70;;2;1;3;6;4;9;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
1,1E+12;1,1E+14;11092.594;1;55;0;1;2;78;76;7;;;;1;51340.77728;0;0;0;0;0;0;5546.2969;78;76;16;;4;;1;1;1;1;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;12;1;16.19047619;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.190475;0;0
1,1E+12;1,1E+14;5160.8027;2;40;0;1;2;43;41;1;3;6;2;3;32306.837145;0;0;0;0;0;0;1720.2677;43;41;34;15;1;1;3;8;2;5;78;FR10;Ile-de-France;8;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;6;2;0;2;0;2;0;2;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;38;0;0
1,1E+12;1,1E+14;1867.5026;2;54;0;1;1;75;73;7;;;;5;11690.642503;0;0;0;0;0;0;1867.5026;75;73;52;;2;1;1;1;1;2;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3
1,1E+12;1,1E+14;3810.2119;1;33;0;1;2;37;36;4;;;;1;21625.140718;0;0;0;0;0;0;3810.2119;37;36;13;;4;;1;1;1;1;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.800000011920929;.800000011920929
1,1E+12;1,1E+14;3961.4128;2;25;0;1;2;54;54;1;3;1;1;1;42697.457325;0;0;0;0;0;0;3961.4128;54;54;22;;4;;1;2;2;3;78;FR10;Ile-de-France;8;13;1;3961.4128;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.400000005960465;1.400000005960465
1,1E+12;1,1E+14;5295.0093;1;44;1;1;2;65;61;1;3;6;1;6;38739.699298;0;0;0;0;0;0;2647.5046;65;61;60;52;2;1;3;8;2;5;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;5797.9541;2;91;0;1;2;77;76;5;;;;7;26970.372422;0;0;0;0;0;0;2898.9771;77;76;71;;4;;1;2;1;1;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;4400.5;1;63;0;1;2;74;73;5;;;;1;28583.059972;0;0;0;0;0;0;2200.25;74;73;14;16;1;1;3;7;3;7;78;FR10;Ile-de-France;8;20;1;2200.25;1;1;1;0;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;0;2;0;7;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;0;0
1,1E+12;1,1E+14;9436.6846;2;53;0;1;2;33;32;1;1;6;1;1;61820.337567;0;0;0;0;0;0;2359.1711;33;32;15;;1;1;4;9;3;7;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4
1,1E+12;1,1E+14;8932.8369;2;48;0;1;2;22;22;1;7;;;7;54724.588692;0;0;0;0;0;0;4466.4185;22;22;71;;2;1;2;5;2;4;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4
1,1E+12;1,1E+14;5065.5581;1;25;0;1;2;63;61;1;3;6;1;5;27186.439791;0;0;0;0;0;0;2532.7791;63;61;52;71;4;;2;4;1;2;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;3315.4717;2;97;0;1;2;74;73;5;;;;1;6828.0414463;0;0;0;0;0;0;3315.4717;74;73;14;;2;1;4;9;4;10;92;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.4000000059604645;.4000000059604645
1,1E+12;1,1E+14;3892.9299;1;80;1;1;2;75;73;5;;;;4;;0;0;0;0;0;0;1946.465;75;73;45;53;2;1;2;5;2;5;78;FR10;Ile-de-France;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;7958.9858;1;53;0;1;2;37;36;1;1;6;1;1;50616.501128;0;0;0;0;0;0;1989.7465;37;36;14;24;1;1;4;10;4;10;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;0;4;0;5;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;2.352432429790497;2.352432429790497
1,1E+12;1,1E+14;2178.4634;2;60;1;1;2;52;51;1;3;6;1;7;8608.444064699999;0;0;0;0;0;0;1089.2317;52;51;71;71;4;;3;6;3;6;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;4185.7119;2;76;0;1;2;74;73;5;;;;5;27519.114598;0;0;0;0;0;0;2092.856;75;73;22;51;2;1;4;10;4;10;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7;7
1,1E+12;1,1E+14;2148.4395;1;81;1;1;2;74;73;5;;;;7;4035.7120765;0;0;0;0;0;0;1074.2197;74;73;70;70;2;1;3;6;3;6;78;FR10;Ile-de-France;8;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3.5;0;3.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0
1,1E+12;1,1E+14;8632.1162;1;42;0;1;2;53;51;1;1;6;1;6;59911.154394;0;0;0;0;0;0;2158.0291;53;51;60;42;5;;4;8;2;5;75;FR10;Ile-de-France;8;11;2;2158.0291;1;1;0;1;0;0;;2158.0291;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1
1,1E+12;1,1E+14;4468.3394;1;36;0;1;2;31;31;1;7;;;3;26250.085739;0;0;0;0;0;0;4468.3394;31;31;35;;4;;4;10;4;10;78;FR10;Ile-de-France;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
1,1E+12;1,1E+14;2869.9663;2;50;0;1;2;33;32;4;;;;1;22804.190024;0;0;0;0;0;0;2869.9663;33;32;17;;4;;4;10;4;10;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2.100000083446503;2.100000083446503
1,1E+12;1,1E+14;1466.932;2;50;0;1;2;56;56;1;3;6;1;7;10175.833382;0;0;0;0;0;0;1466.932;56;56;71;;4;;1;2;1;3;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;10675.983;2;23;1;1;2;46;46;1;3;5;1;1;78108.34033200001;0;0;0;0;0;0;5337.9917;46;46;15;15;5;;2;4;2;3;92;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3.500000014901161;3.500000014901161
1,1E+12;1,1E+14;4100.396;2;69;0;1;2;74;73;5;;;;4;25262.812569;0;0;0;0;0;0;4100.396;74;73;42;;2;1;2;4;3;7;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.200000047683716;2.200000047683716
1,1E+12;1,1E+14;2248.2197;1;79;0;1;2;74;73;5;;;;1;19222.944458;0;0;0;0;0;0;2248.2197;74;73;14;;2;1;3;6;4;9;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;13.003246753;0;13.003246753;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.006493;0;0
1,1E+12;1,1E+14;6037.6074;2;62;1;1;2;77;76;5;;;;5;9982.4446563;0;0;0;0;0;0;3018.8037;72;72;51;52;2;1;3;8;4;8;78;FR10;Ile-de-France;8;20;2;3018.8037;2;1;0;1;0;0;;3018.8037;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;1;2;1;10;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;0;0
1,1E+12;1,1E+14;2481.4434;2;58;0;1;1;77;76;7;;;;3;10797.705374;0;0;0;0;0;0;2481.4434;77;76;32;;4;;1;1;1;2;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;2007.155;2;74;0;1;2;86;82;5;;;;3;14114.436827;0;0;0;0;0;0;2007.155;86;82;32;;4;;3;7;4;9;92;FR10;Ile-de-France;8;12;1;2007.155;4;1;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;2030.1038;1;55;0;1;2;37;36;1;3;6;1;1;14633.126021;0;0;0;0;0;0;2030.1038;37;36;13;;1;1;4;10;4;10;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4.03999999910593;4.03999999910593
1,1E+12;1,1E+14;3535.6648;1;43;0;1;2;37;36;1;2;6;1;1;23960.642876;0;0;0;0;0;0;3535.6648;37;36;16;;4;;3;7;4;10;92;FR10;Ile-de-France;8;12;1;3535.6648;2;1;0;0;0;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.574999988079071;.574999988079071
1,1E+12;1,1E+14;4083.4541;2;78;1;1;2;77;76;5;;;;5;23011.557029;0;0;0;0;0;0;2041.7271;75;73;45;52;2;1;4;10;4;10;78;FR10;Ile-de-France;8;12;2;2041.7271;4;1;0;1;0;0;75;2041.7271;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;8;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;0;0
1,1E+12;1,1E+14;2122.2471;2;62;0;1;2;38;36;1;3;6;2;1;11767.201115;0;0;0;0;0;0;1061.1235;47;47;14;15;2;1;4;10;4;10;78;FR10;Ile-de-France;8;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;14;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;0;0
1,1E+12;1,1E+14;3854.0779;1;73;0;1;2;31;31;1;7;;;1;23766.812878;0;0;0;0;0;0;3854.0779;31;31;24;;2;1;4;9;4;10;78;FR10;Ile-de-France;8;12;1;3854.0779;4;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
1,1E+12;1,1E+14;9357.2139;1;25;2;1;2;81;81;4;;;;4;21591.311231;0;0;0;0;0;0;935.72131;56;56;44;51;4;;2;5;1;1;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;7593.4712;1;7;2;1;2;;;;;;;;53854.720845;0;0;0;0;0;0;2531.157;34;32;22;22;1;1;4;9;3;7;78;FR10;Ile-de-France;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
1,1E+12;1,1E+14;5195.603;1;24;0;1;2;22;22;1;7;;;1;26214.178923;0;0;0;0;0;0;5195.603;22;22;13;;2;2;2;5;3;7;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4
1,1E+12;1,1E+14;5928.4844;2;73;0;1;2;78;76;5;;;;7;44996.013654;0;0;0;0;0;0;2964.2422;78;76;70;70;2;1;3;6;3;6;78;FR10;Ile-de-France;8;12;2;2964.2422;4;1;1;1;0;0;0;2964.2422;4;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3
1,1E+12;1,1E+14;8441.2158;2;17;31;1;2;84;82;3;;;;6;45762.246876;0;0;0;0;0;0;1688.2432;55;55;32;44;1;1;4;9;2;5;78;FR10;Ile-de-France;3;20;4;1688.2432;1;1;0;1;0;0;;1688.2432;1;1;0;1;0;0;;1688.2432;1;1;0;1;0;0;;1688.2432;1;1;0;1;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;1950.5599;1;76;0;1;2;75;73;5;;;;3;14270.81627;0;0;0;0;0;0;1950.5599;75;73;35;;4;;1;1;1;2;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1
1,1E+12;1,1E+14;3913.6665;2;71;0;1;2;77;76;5;;;;4;25638.685487;0;0;0;0;0;0;3913.6665;77;76;42;;4;;3;7;4;10;92;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;6
1,1E+12;1,1E+14;2673.2651;2;69;0;1;2;74;73;5;;;;1;;0;0;0;0;0;0;2673.2651;74;73;15;;2;1;1;1;1;1;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;4116.2729;1;66;1;1;1;77;76;5;;;;7;4023.1065051;0;0;0;0;0;0;2058.1365;77;76;70;70;4;;1;2;1;1;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.9629181548953056;.9629181548953056
1,1E+12;1,1E+14;4683.4844;1;61;0;1;2;74;73;5;;;;5;22102.875694;0;0;0;0;0;0;2341.7422;45;41;52;51;2;1;3;8;4;8;78;FR10;Ile-de-France;8;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;4.1;0;4.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1999998;0;0
1,1E+12;1,1E+14;3402.9746;1;58;0;1;2;37;36;1;3;6;1;1;24205.02985;0;0;0;0;0;0;1701.4873;37;36;14;16;1;1;4;10;4;10;78;FR10;Ile-de-France;8;12;2;1701.4873;1;1;0;1;0;1;0;1701.4873;2;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0
1,1E+12;1,1E+14;3799.3093;1;76;0;1;2;78;76;5;;;;7;15013.399709;0;0;0;0;0;0;1899.6547;78;76;71;71;4;;2;4;2;3;75;FR10;Ile-de-France;8;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.1539146900177;2.1539146900177
1,1E+12;1,1E+14;7713.731;2;8;2;1;2;;;;;;;;42770.241059;0;0;0;0;0;0;2571.2437;37;36;32;;1;1;2;5;2;4;78;FR10;Ile-de-France;8;12;2;2571.2437;1;1;0;1;0;1;0;2571.2437;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1
1,1E+12;1,1E+14;6611.5229;1;48;0;1;2;67;66;1;3;2;1;4;41388.404403;0;0;0;0;0;0;1322.3046;67;66;42;71;4;;2;5;1;1;78;FR10;Ile-de-France;8;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;2;0;2;0;17;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;0;0
1,1E+12;1,1E+14;3161.7705;1;50;0;1;2;81;81;4;;;;7;21886.890713;0;0;0;0;0;0;3161.7705;81;81;71;;4;;1;1;1;1;78;FR10;Ile-de-France;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.800000011920929;.800000011920929
1,1E+12;1,1E+14;4088.0576;1;70;0;1;2;72;72;5;;;;1;23202.075082;0;0;0;0;0;0;1362.6859;72;72;22;24;2;1;4;10;4;10;75;FR10;Ile-de-France;8;11;3;1362.6859;4;1;0;1;0;1;20;1362.6859;6;1;0;1;0;0;0;1362.6859;6;1;0;1;0;0;0;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;6093.1318;1;24;0;1;2;38;36;1;3;6;1;1;60515.879771;0;0;0;0;0;0;6093.1318;38;36;14;;4;;3;6;4;9;92;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;5;0;5.5;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.5;2;2
1,1E+12;1,1E+14;2002.2834;2;52;0;1;2;53;51;1;3;6;1;5;11916.750764;0;0;0;0;0;0;2002.2834;53;51;53;;1;1;1;2;2;4;78;FR10;Ile-de-France;3;20;1;2002.2834;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1.3817066939;0;1.3817066939;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7634134;0;0
1,1E+12;1,1E+14;2507.4988;2;55;0;1;2;45;41;1;1;6;1;5;15580.804263;0;0;0;0;0;0;1253.7494;45;41;52;52;2;1;4;8;4;9;78;FR10;Ile-de-France;3;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;2;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;3;3
1,1E+12;1,1E+14;13816.813;2;44;0;1;2;34;32;1;1;6;2;1;89745.89857999999;0;0;0;0;0;0;2302.8022;38;36;14;16;1;1;4;10;4;8;78;FR10;Ile-de-France;8;20;5;2302.8022;1;1;1;0;0;0;60;2302.8022;1;1;0;1;0;0;0;2302.8022;3;1;1;0;0;0;15;2302.8022;1;1;0;1;0;0;0;2302.8022;1;1;1;0;0;0;10;1;1;4;1;0;2;0;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2
1,1E+12;1,1E+14;2135.6252;2;59;1;1;2;52;51;1;2;6;1;7;13083.325846;0;0;0;0;0;0;711.87512;52;51;71;70;4;;4;9;3;7;78;FR10;Ile-de-France;8;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1,1E+12;1,1E+14;2370.5786;1;57;0;1;2;63;61;1;4;6;1;4;18147.375279;0;0;0;0;0;0;2370.5786;63;61;45;;2;1;1;1;1;1;92;FR10;Ile-de-France;8;12;1;2370.5786;1;1;0;1;0;0;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.75;1.75
1,1E+12;1,1E+14;2641.3003;1;73;0;1;2;74;73;5;;;;1;16401.623219;0;0;0;0;0;0;2641.3003;74;73;21;;2;1;4;8;4;10;78;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6;2;0;2;0;5;0;5;0;7;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;28;4;4
1,1E+12;1,1E+14;5896.2598;2;60;0;1;2;37;36;1;3;6;1;3;38765.174546;0;0;0;0;0;0;1965.42;37;36;32;21;1;1;4;10;4;9;92;FR10;Ile-de-France;8;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
